,Credit_card,Product_ID,P_CATEGORY,CONDTION,Brand,Price ,Selling_price,Coupon_ID,Date,Time,GTIN,MPN,Merchant_name,M_ID,Payment Method,Transaction ID,Return_ind,Return_date,Discount,Value,Day_of_Week,Month
997,1177.0,986,BEDDING,New,RMHRO,4298.83,4286.83,CB557,2014-05-01,10:28:20,9545089,999061262,The Vitamin Shoppe,HW9980,Prepaid card,42608,1,2014-05-08,12.0,High,Thursday,May
998,3500.0,162,DECOR,New,ZACKV,4551.18,4525.18,RW867,2014-05-01,01:09:40,8194154,619056698,Cole Hardware,EX7729,Credit card,66955,1,2014-05-08,26.0,High,Thursday,May
999,4542.0,715,BABY CLOTHING,Used,TPDLE,2638.33,2609.33,BE957,2014-08-12,05:39:01,6907543,467350378,Ulta,UO9657,Credit card,73187,1,2014-08-19,29.0,Low,Tuesday,August
1000,2200.0,579,COMPUTERS,Refurbished,GCVNE,1435.77,1424.77,MB373,2014-03-01,21:46:05,8564125,633490708,The Vitamin Shoppe,HW9979,Mobile carrier Billing,70243,1,2014-03-08,11.0,Low,Saturday,March
1001,3500.0,449,SHOES,Refurbished,VKKEA,4308.02,4259.02,BV379,2014-02-06,12:01:11,4288096,498727773,Staples,VN6656,Prepaid card,88696,1,2014-02-13,49.0,High,Thursday,February
1002,3723.0,772,GAMES,Used,KJOGG,706.15,682.15,CD737,2014-03-13,06:29:53,3448580,958593973,L'Occitane,GN4034,Mobile carrier Billing,55265,1,2014-03-20,24.0,Low,Thursday,March
1003,4540.0,767,SHOES,New,DYHNA,3978.88,3946.88,LL124,2014-10-30,22:37:50,7909895,560376875,Guitar Center,GN3989,Credit card,35656,1,2014-11-06,32.0,High,Thursday,October
1004,6042.0,502,BEDDING,New,WCYTZ,4936.08,4893.08,MO188,2014-04-04,20:22:06,5830719,458975138,Walgreens,VW7193,Mobile carrier Billing,87536,1,2014-04-11,43.0,High,Friday,April
1005,6814.0,784,GAMES,Used,EITXF,1017.77,985.77,KR525,2014-04-06,11:34:14,1290286,511924355,Costco,GW8248,Mobile carrier Billing,92740,1,2014-04-13,32.0,Low,Sunday,April
1006,7631.0,604,OFFICE SUPPLIES,Refurbished,WELZA,3468.09,3421.09,OR904,2014-06-06,14:40:02,5697611,638690429,Ulta,UO9660,Prepaid card,62326,1,2014-06-13,47.0,High,Friday,June
1007,9856.0,844,COMPUTERS,Used,GCVNE,3551.26,3502.26,RM730,2014-06-01,03:37:51,5433622,141381740,The North Face,GH6873,Mobile carrier Billing,89118,1,2014-06-08,49.0,High,Sunday,June
1008,3705.0,381,GAMES,New,HWAVW,751.39,741.39,GT610,2014-06-24,08:16:55,1039860,566634226,REI,EI6774,Prepaid card,69988,1,2014-07-01,10.0,Low,Tuesday,June
1009,4852.0,604,OFFICE SUPPLIES,Refurbished,WELZA,3468.09,3450.09,VH130,2014-07-02,11:08:54,9783849,958434718,Ulta,UO9660,Prepaid card,73494,1,2014-07-09,18.0,High,Wednesday,July
1010,5069.0,752,CLOTHING,Used,GTFFL,625.61,601.61,ZK871,2014-01-29,18:26:45,1885324,443381989,Barnes & Noble,EY1660,Credit card,9488,1,2014-02-05,24.0,Low,Wednesday,January
1011,5081.0,765,DECOR,Refurbished,ZACKV,356.18,310.18,ZX285,2014-01-20,05:51:09,4891166,242174752,The Vitamin Shoppe,HW9975,Credit card,63992,1,2014-01-27,46.0,Low,Monday,January
1012,9174.0,644,CLOTHING,Used,KXUWE,623.05,602.05,IY231,2014-01-23,09:53:27,4053945,115978457,Staples,VN6655,Credit card,32917,1,2014-01-30,21.0,Low,Thursday,January
1013,1256.0,141,COMPUTERS,New,GCVNE,3571.93,3551.93,KU494,2014-02-25,02:38:23,4324491,297679878,Staples,VN6656,Prepaid card,55113,1,2014-03-04,20.0,High,Tuesday,February
1014,2866.0,623,KITCHEN & DINING,New,ZGHYW,3141.77,3116.77,KK346,2014-10-08,08:30:37,8204153,684692437,DODOcase,UW7352,Credit card,71173,1,2014-10-15,25.0,High,Wednesday,October
1015,2398.0,907,DECOR,Used,LBVIW,2661.83,2628.83,IN359,2014-01-14,14:45:29,8571536,387564002,Cole Hardware,EX7731,Credit card,20183,1,2014-01-21,33.0,Low,Tuesday,January
1017,5611.0,699,CLOTHING,Used,IKPMD,4256.71,4208.71,QV474,2014-01-20,07:29:26,1179949,964576304,Cole Hardware,EX7729,Mobile carrier Billing,50066,1,2014-01-27,48.0,High,Monday,January
1018,6740.0,844,ELECTRONICS,Used,FMBZC,628.67,602.67,NV797,2014-12-21,16:48:27,6421443,632800799,L'Occitane,GN3944,Mobile carrier Billing,21070,1,2014-12-28,26.0,Low,Sunday,December
1019,8026.0,449,SHOES,New,MQSLF,2375.92,2354.92,PR294,2014-07-09,21:49:31,2328256,709951298,Gymboree,ZF8986,Credit card,2416,1,2014-07-16,21.0,Low,Wednesday,July
1020,1692.0,343,BABY TOYS,Refurbished,GOZLI,4893.11,4878.11,TF959,2014-09-01,13:52:11,7495746,315153817,Ulta,UO9657,Credit card,82606,1,2014-09-08,15.0,High,Monday,September
1021,4729.0,772,GAMES,Used,KJOGG,706.15,693.15,TX708,2014-02-04,23:17:12,5199489,451461546,L'Occitane,GN4034,Credit card,67065,1,2014-02-11,13.0,Low,Tuesday,February
1022,7861.0,389,CLOTHING,New,GTFFL,3747.69,3726.69,XM700,2014-07-02,19:27:09,6030188,117176485,Guitar Center,GN4079,Mobile carrier Billing,41389,1,2014-07-09,21.0,High,Wednesday,July
1023,6053.0,383,CLOTHING,Refurbished,IKPMD,2813.03,2772.03,YJ224,2014-07-30,14:09:29,4741658,893541666,L'Occitane,GN3944,Mobile carrier Billing,69506,1,2014-08-06,41.0,Low,Wednesday,July
1024,6214.0,435,COMPUTERS,Refurbished,YXQFM,716.53,676.53,XK551,2014-03-20,00:44:08,8280861,338914563,Staples,VN6656,Mobile carrier Billing,65807,1,2014-03-27,40.0,Low,Thursday,March
1025,8972.0,875,BEDDING,New,CJUEU,2399.11,2349.11,UA128,2014-03-28,20:31:17,4619133,389533616,DODOcase,UW7352,Credit card,33195,1,2014-04-04,50.0,Low,Friday,March
1026,9940.0,594,CLOTHING,New,ONKHS,3715.86,3686.86,UZ316,2014-08-29,11:58:00,1112541,730765730,REI,EI6773,Mobile carrier Billing,25333,1,2014-09-05,29.0,High,Friday,August
1027,2237.0,183,LUGGAGE,New,CENQJ,404.74,370.74,VO960,2014-04-10,21:14:15,1822082,549708505,The North Face,GH6872,Credit card,89311,1,2014-04-17,34.0,Low,Thursday,April
1028,4139.0,970,LUGGAGE,Refurbished,CENQJ,635.56,619.56,RN150,2014-06-19,07:55:11,2002418,856284170,Peninsula Beauty,YE5901,Credit card,2497,1,2014-06-26,16.0,Low,Thursday,June
1029,5229.0,200,DECOR,Refurbished,QHIYO,59.63,33.63,TZ225,2014-06-28,17:36:57,7645044,136471454,L'Occitane,GN4034,Mobile carrier Billing,95867,1,2014-07-05,26.0,Low,Saturday,June
1030,5974.0,527,KITCHEN & DINING,Used,ZGHYW,115.43,104.43,JI405,2014-07-14,22:08:33,8012697,807691015,The Vitamin Shoppe,HW9978,Credit card,37581,1,2014-07-21,11.0,Low,Monday,July
1031,6105.0,765,DECOR,Refurbished,ZACKV,356.18,344.18,PQ544,2014-05-01,10:55:48,3661361,204840432,The Vitamin Shoppe,HW9975,Mobile carrier Billing,74725,1,2014-05-08,12.0,Low,Thursday,May
1032,7075.0,360,COMPUTERS,New,YEJZI,4119.44,4069.44,EW558,2014-02-13,00:18:05,3450266,435580207,REI,EI6773,Mobile carrier Billing,40873,1,2014-02-20,49.999999999999545,High,Thursday,February
1033,1739.0,396,LUGGAGE,New,TNVON,1452.5,1404.5,WZ952,2014-01-27,04:57:41,2201472,208252803,DODOcase,UW7354,Mobile carrier Billing,89600,1,2014-02-03,48.0,Low,Monday,January
1034,4358.0,765,DECOR,New,ZACKV,4557.18,4529.18,QO547,2014-05-21,01:09:25,5529974,986429634,Costco,GW8247,Prepaid card,8199,1,2014-05-28,28.0,High,Wednesday,May
1035,9566.0,572,KITCHEN & DINING,New,ZGHYW,3905.61,3885.61,CW278,2014-10-04,07:48:42,3437042,289906420,Guitar Center,GN3989,Debit card,13338,1,2014-10-11,20.0,High,Saturday,October
1036,9699.0,449,SHOES,New,MQSLF,2375.92,2326.92,MI306,2014-07-03,17:10:07,9321969,349190932,Gymboree,ZF8986,Credit card,36533,1,2014-07-10,49.0,Low,Thursday,July
1037,2637.0,111,COMPUTERS,New,YEJZI,2429.24,2406.24,ED256,2014-08-02,22:48:45,2929811,302657582,L'Occitane,GN4214,Mobile carrier Billing,7869,1,2014-08-09,23.0,Low,Saturday,August
1038,3199.0,311,BABY TOYS,Refurbished,BGYXR,3399.25,3363.25,ZQ290,2014-06-27,19:07:33,1363452,215066158,Cole Hardware,EX7729,Credit card,3637,1,2014-07-04,36.0,High,Friday,June
1039,4575.0,534,SHOES,New,RKFCM,1484.74,1453.74,AY917,2014-04-25,21:54:06,3827109,957010717,Peninsula Beauty,YE5901,Debit card,7683,1,2014-05-02,31.0,Low,Friday,April
1040,5611.0,702,COMPUTERS,New,YEJZI,4001.27,3967.27,HJ510,2014-02-18,18:17:09,8399828,961279468,Road Runner Sports,MS6579,Debit card,15818,1,2014-02-25,34.0,High,Tuesday,February
1041,7848.0,607,ELECTRONICS,Used,CWTLA,2327.67,2282.67,EC798,2014-06-20,06:53:32,1381821,449542889,The Vitamin Shoppe,HW9979,Credit card,22478,1,2014-06-27,45.0,Low,Friday,June
1042,8532.0,775,ELECTRONICS,Used,BEFJD,3061.88,3012.88,RK765,2014-07-27,20:32:54,5966300,502967506,Barnes & Noble,EY1658,Prepaid card,58099,1,2014-08-03,49.0,High,Sunday,July
1044,3928.0,470,LUGGAGE,Used,TNVON,4783.25,4761.25,AW657,2014-01-18,18:36:29,2683300,579062980,REI,EI6775,Credit card,74429,1,2014-01-25,22.0,High,Saturday,January
1045,4139.0,762,OFFICE SUPPLIES,New,EVWJY,692.85,668.85,UE336,2014-06-07,07:28:32,6362705,288698373,Road Runner Sports,MS6581,Debit card,31041,1,2014-06-14,24.0,Low,Saturday,June
1046,7738.0,406,CLOTHING,Refurbished,ZVYTC,393.59,349.59,KJ322,2014-06-26,10:24:29,9800875,474108537,PetSmart,IB7024,Credit card,49847,1,2014-07-03,44.0,Low,Thursday,June
1047,9042.0,406,CLOTHING,Used,ONKHS,2202.2,2182.2,NN136,2014-06-27,10:21:15,5930934,547425624,Cole Hardware,EX7730,Prepaid card,11042,1,2014-07-04,20.0,Low,Friday,June
1048,2744.0,111,COMPUTERS,New,YEJZI,2429.24,2387.24,XA933,2014-02-27,16:43:41,9349291,543255915,L'Occitane,GN4214,Mobile carrier Billing,53337,1,2014-03-06,42.0,Low,Thursday,February
1049,8056.0,849,KITCHEN & DINING,Refurbished,ZGHYW,1941.04,1909.04,OS112,2014-04-09,23:18:36,2548731,919938357,The Vitamin Shoppe,HW9975,Credit card,91947,1,2014-04-16,32.0,Low,Wednesday,April
1050,1174.0,722,GAMES,New,KJOGG,1680.33,1657.33,PQ240,2014-07-23,10:50:18,7225008,331279283,The North Face,GH6874,Mobile carrier Billing,75541,1,2014-07-30,23.0,Low,Wednesday,July
1051,2398.0,195,COMPUTERS,Refurbished,GCVNE,4641.79,4612.79,XH147,2014-07-22,17:32:01,8746216,170229953,Barnes & Noble,EY1658,Mobile carrier Billing,27712,1,2014-07-29,29.0,High,Tuesday,July
1052,5253.0,140,OFFICE SUPPLIES,Used,WELZA,2513.31,2484.31,GJ750,2014-10-17,19:58:13,5230171,126332860,The Vitamin Shoppe,HW9975,Mobile carrier Billing,72031,1,2014-10-24,29.0,Low,Friday,October
1053,1692.0,140,OFFICE SUPPLIES,Used,WELZA,2513.31,2469.31,SC453,2014-05-02,19:48:36,6829236,292059694,The Vitamin Shoppe,HW9975,Credit card,30046,1,2014-05-09,44.0,Low,Friday,May
1054,4284.0,832,DECOR,New,ZACKV,1023.49,999.49,ZJ245,2014-01-19,22:05:37,4885333,397534759,Costco,GW8247,Credit card,11528,1,2014-01-26,24.0,Low,Sunday,January
1055,7576.0,383,BEDDING,Refurbished,RMHRO,4278.51,4253.51,TY867,2014-11-09,17:29:23,7418335,887749192,Nine West,RM9837,Credit card,70546,1,2014-11-16,25.0,High,Sunday,November
1056,7653.0,988,COMPUTERS,Used,DCJRW,865.57,818.57,KC506,2014-04-10,19:36:06,7222990,653457435,Staples,VN6655,Credit card,56460,1,2014-04-17,47.0,Low,Thursday,April
1057,9006.0,922,LUGGAGE,Refurbished,TNVON,1567.45,1531.45,MH449,2014-05-25,09:49:33,5304340,597392056,PetSmart,IB7024,Mobile carrier Billing,54196,1,2014-06-01,36.0,Low,Sunday,May
1058,2141.0,710,APPLIANCES,Used,MVKXW,2926.2,2885.2,MB645,2014-01-26,12:20:27,1545319,461501431,DFLOWERS,ZG2587,Mobile carrier Billing,47610,1,2014-02-02,41.0,High,Sunday,January
1059,4852.0,395,OFFICE SUPPLIES,Refurbished,EVWJY,3867.56,3841.56,FH855,2014-09-07,23:59:54,1890715,966425019,Peninsula Beauty,YE5901,Credit card,6004,1,2014-09-14,26.0,High,Sunday,September
1060,5069.0,132,OFFICE SUPPLIES,New,WELZA,4531.66,4494.66,BF460,2014-10-11,14:48:05,8673258,560240784,Ulta,UO9657,Credit card,65421,1,2014-10-18,37.0,High,Saturday,October
1061,6075.0,844,ELECTRONICS,Used,FMBZC,628.67,615.67,WE878,2014-02-04,09:32:08,2507346,316890012,L'Occitane,GN3944,Credit card,34010,1,2014-02-11,13.0,Low,Tuesday,February
1062,4755.0,832,DECOR,New,ZACKV,1023.49,976.49,ZY705,2014-03-18,14:24:32,3733645,516533801,Costco,GW8247,Credit card,48102,1,2014-03-25,47.0,Low,Tuesday,March
1063,5157.0,907,LUGGAGE,Used,CENQJ,4627.7,4600.7,ZD676,2014-06-02,18:45:09,5644622,903090431,PetSmart,IB7024,Credit card,46035,1,2014-06-09,27.0,High,Monday,June
1064,8639.0,607,ELECTRONICS,Used,CWTLA,2327.67,2295.67,YK924,2014-08-07,22:46:04,5312801,353934251,The Vitamin Shoppe,HW9979,Mobile carrier Billing,7961,1,2014-08-14,32.0,Low,Thursday,August
1065,9006.0,956,COMPUTERS,New,YEJZI,3158.59,3119.59,OA227,2014-05-03,00:07:01,7214793,817063940,DODOcase,UW7352,Mobile carrier Billing,20920,1,2014-05-10,39.0,High,Saturday,May
1066,2067.0,552,APPLIANCES,Used,TTNTN,953.33,937.33,HI384,2014-03-19,05:01:46,4462838,250218094,REI,EI6774,Mobile carrier Billing,21493,1,2014-03-26,16.0,Low,Wednesday,March
1067,6679.0,552,APPLIANCES,Used,TTNTN,953.33,907.33,PH482,2014-06-22,11:52:06,3296371,771261683,REI,EI6774,Credit card,46169,1,2014-06-29,46.0,Low,Sunday,June
1068,7576.0,145,CLOTHING,New,ZVYTC,3631.77,3604.77,DQ393,2014-01-14,18:00:38,8773558,150226879,Nine West,RM9837,Mobile carrier Billing,42959,1,2014-01-21,27.0,High,Tuesday,January
1069,8056.0,986,COMPUTERS,New,YXQFM,3205.26,3174.26,HQ646,2014-05-19,07:52:14,1157289,834519276,DFLOWERS,ZG2587,Debit card,86476,1,2014-05-26,31.0,High,Monday,May
1070,5481.0,132,OFFICE SUPPLIES,New,WELZA,4531.66,4487.66,IS799,2014-01-16,17:20:08,4538577,210349453,Ulta,UO9657,Credit card,80524,1,2014-01-23,44.0,High,Thursday,January
1071,4672.0,236,SHOES,New,RKFCM,3057.74,3018.74,KY539,2014-04-27,21:08:33,3336744,468858624,Barnes & Noble,EY1660,Prepaid card,10097,1,2014-05-04,39.0,High,Sunday,April
1072,6286.0,607,ELECTRONICS,Used,CWTLA,2327.67,2308.67,VL527,2014-11-03,13:53:15,3047839,316510729,The Vitamin Shoppe,HW9979,Credit card,71805,1,2014-11-10,19.0,Low,Monday,November
1073,6679.0,183,BABY CLOTHING,Used,CTAOI,2042.68,1994.68,YK518,2014-03-14,13:10:44,5050712,496471560,L'Occitane,GN3944,Prepaid card,72172,1,2014-03-21,48.0,Low,Friday,March
1074,7496.0,604,OFFICE SUPPLIES,Refurbished,WELZA,3468.09,3422.09,MV255,2014-12-02,06:15:40,3656845,346262256,Ulta,UO9660,Mobile carrier Billing,34951,1,2014-12-09,46.0,High,Tuesday,December
1075,9033.0,830,OFFICE SUPPLIES,Used,EVWJY,2431.78,2383.78,PM393,2014-06-03,19:54:02,8481484,982566271,The North Face,GH6874,Mobile carrier Billing,93302,1,2014-06-10,48.0,Low,Tuesday,June
1076,9334.0,183,LUGGAGE,New,CENQJ,404.74,378.74,XP601,2014-01-16,01:32:00,6520447,664292449,The North Face,GH6872,Mobile carrier Billing,64324,1,2014-01-23,26.0,Low,Thursday,January
1077,7001.0,151,COMPUTERS,New,DCJRW,1363.08,1329.08,AM402,2014-04-03,05:09:55,9630072,716327219,Barnes & Noble,EY1660,Prepaid card,9544,1,2014-04-10,34.0,Low,Thursday,April
1078,7433.0,765,DECOR,Refurbished,ZACKV,356.18,319.18,JJ805,2014-03-06,01:11:39,7569116,400272922,The Vitamin Shoppe,HW9975,Mobile carrier Billing,85734,1,2014-03-13,37.0,Low,Thursday,March
1079,9275.0,912,SHOES,New,VKKEA,2230.61,2195.61,SQ168,2014-03-15,05:04:57,3317629,601335884,Walgreens,VW7192,Mobile carrier Billing,68999,1,2014-03-22,35.0,Low,Saturday,March
1080,2067.0,535,KITCHEN & DINING,New,HLICV,4990.97,4947.97,IV775,2014-10-03,19:08:22,3359182,398371371,Barnes & Noble,EY1658,Prepaid card,9118,1,2014-10-10,43.0,High,Friday,October
1081,8844.0,832,DECOR,New,ZACKV,1023.49,981.49,DB574,2014-09-08,00:23:35,1787241,672267605,Costco,GW8247,Credit card,76271,1,2014-09-15,42.0,Low,Monday,September
1082,5974.0,773,SHOES,Used,DYHNA,298.03,267.03,RZ537,2014-01-13,05:43:24,2084996,802997585,L'Occitane,GN4214,Mobile carrier Billing,86882,1,2014-01-20,31.0,Low,Monday,January
1083,8914.0,616,BABY TOYS,Refurbished,BGYXR,378.28,354.28,XN878,2014-03-19,06:50:50,6802440,156933905,Barnes & Noble,EY1658,Debit card,80769,1,2014-03-26,24.0,Low,Wednesday,March
1084,9275.0,594,CLOTHING,New,ONKHS,3715.86,3695.86,GY216,2014-05-23,06:44:12,6117650,848471007,REI,EI6773,Credit card,41594,1,2014-05-30,20.0,High,Friday,May
1085,2377.0,324,LUGGAGE,New,IWPJG,4178.16,4145.16,UL212,2014-10-23,18:26:40,3488996,823746690,Nine West,RM9837,Mobile carrier Billing,98745,1,2014-10-30,33.0,High,Thursday,October
1086,5974.0,710,APPLIANCES,Used,MVKXW,2926.2,2889.2,TW175,2014-02-02,22:52:14,2577297,308436649,DFLOWERS,ZG2587,Mobile carrier Billing,95015,1,2014-02-09,37.0,High,Sunday,February
1087,6825.0,318,KITCHEN & DINING,New,NSILF,1456.56,1411.56,LB947,2014-05-17,11:30:40,8700068,242982204,DODOcase,UW7352,Prepaid card,64340,1,2014-05-24,45.0,Low,Saturday,May
1088,8381.0,702,DECOR,New,LBVIW,2471.36,2438.36,IY430,2014-11-12,19:53:52,7377913,480201753,Walgreens,VW7192,Mobile carrier Billing,83477,1,2014-11-19,33.0,Low,Wednesday,November
1089,8914.0,767,BABY CLOTHING,New,LATFL,42.13,11.13,GP811,2014-03-16,12:36:42,6883216,745910299,PetSmart,IB7024,Mobile carrier Billing,96455,1,2014-03-23,31.0,Low,Sunday,March
1090,9275.0,623,KITCHEN & DINING,Used,NSILF,4832.53,4799.53,XM392,2014-10-28,13:40:30,5956217,189971769,Nob Hill Foods,KL2558,Mobile carrier Billing,56245,1,2014-11-04,33.0,High,Tuesday,October
1091,3723.0,772,GAMES,Used,KJOGG,706.15,668.15,VU824,2014-03-26,15:26:04,5225624,765593238,L'Occitane,GN4034,Credit card,60346,1,2014-04-02,38.0,Low,Wednesday,March
1092,1548.0,622,COMPUTERS,Refurbished,GCVNE,1429.88,1399.88,TN867,2014-09-01,12:40:22,7140419,806549352,Staples,VN6655,Credit card,20983,1,2014-09-08,30.0,Low,Monday,September
1093,5208.0,622,COMPUTERS,Refurbished,GCVNE,1429.88,1390.88,LS293,2014-03-13,00:48:58,4888827,265167495,Staples,VN6655,Prepaid card,93891,1,2014-03-20,39.0,Low,Thursday,March
1094,9629.0,781,OFFICE SUPPLIES,Refurbished,EVWJY,3890.76,3850.76,ZB896,2014-08-06,11:15:39,3787365,406799687,The Vitamin Shoppe,HW9975,Mobile carrier Billing,66767,1,2014-08-13,40.0,High,Wednesday,August
1095,9940.0,657,ELECTRONICS,New,BEFJD,4439.39,4401.39,MB652,2014-12-14,01:23:41,2007169,108488947,DFLOWERS,ZG2587,Prepaid card,78328,1,2014-12-21,38.0,High,Sunday,December
1096,6502.0,151,COMPUTERS,New,DCJRW,1363.08,1326.08,UM203,2014-07-14,15:56:48,8454757,998525068,Barnes & Noble,EY1660,Credit card,60861,1,2014-07-21,37.0,Low,Monday,July
1097,7433.0,470,APPLIANCES,New,TTNTN,1187.85,1143.85,MN621,2014-09-27,22:51:38,1608971,560492298,Cole Hardware,EX7729,Credit card,90661,1,2014-10-04,44.0,Low,Saturday,September
1098,2637.0,765,DECOR,New,ZACKV,4557.18,4537.18,SN798,2014-05-06,18:38:48,8342583,741831624,Costco,GW8247,Prepaid card,2131,1,2014-05-13,20.0,High,Tuesday,May
1099,6214.0,266,KITCHEN & DINING,Used,HLICV,2488.2,2465.2,EY215,2014-04-30,18:56:43,3973181,653402367,Nob Hill Foods,KL2558,Gift card,95821,1,2014-05-07,23.0,Low,Wednesday,April
1100,2297.0,772,KITCHEN & DINING,New,RGMIK,3373.87,3358.87,SF750,2014-07-11,05:03:26,8477199,324179649,Guitar Center,GN4079,Mobile carrier Billing,30609,1,2014-07-18,15.0,High,Friday,July
1101,2866.0,579,COMPUTERS,Refurbished,GCVNE,1435.77,1422.77,OH218,2014-01-04,12:47:22,3107128,454506710,The Vitamin Shoppe,HW9979,Prepaid card,89816,1,2014-01-11,13.0,Low,Saturday,January
1102,3040.0,832,DECOR,New,ZACKV,1023.49,984.49,PS457,2014-11-17,20:03:27,8893057,506715277,Costco,GW8247,Credit card,29009,1,2014-11-24,39.0,Low,Monday,November
1103,3768.0,912,APPLIANCES,New,AVMAI,3332.4,3283.4,EJ306,2014-09-18,04:28:04,4926424,882596056,PetSmart,IB7024,Credit card,93144,1,2014-09-25,49.0,High,Thursday,September
1104,7631.0,534,DECOR,Refurbished,ZACKV,4981.73,4949.73,HD349,2014-10-07,07:02:24,8739590,728874885,Ulta,UO9656,Mobile carrier Billing,27490,1,2014-10-14,32.0,High,Tuesday,October
1105,7735.0,527,KITCHEN & DINING,Used,ZGHYW,115.43,69.43,WP172,2014-04-05,17:06:20,5442324,155993614,The Vitamin Shoppe,HW9978,Mobile carrier Billing,33363,1,2014-04-12,46.0,Low,Saturday,April
1106,8381.0,295,COMPUTERS,Used,DCJRW,622.19,598.19,AP759,2014-08-09,10:20:01,3480948,507390905,Ulta,UO9660,Mobile carrier Billing,4031,1,2014-08-16,24.0,Low,Saturday,August
1108,3723.0,763,DECOR,Refurbished,LBVIW,4943.44,4897.44,GV652,2014-12-24,17:28:42,7919054,506522919,Right Start,IQ1509,Credit card,83175,1,2014-12-31,46.0,High,Wednesday,December
1109,1256.0,604,ELECTRONICS,Used,CWTLA,4526.52,4483.52,XW494,2014-09-11,19:10:28,3372278,831210670,PetSmart,IB7024,Credit card,82878,1,2014-09-18,43.0,High,Thursday,September
1110,3598.0,512,SHOES,Used,VKKEA,4184.45,4169.45,IG273,2014-09-11,23:56:22,3738782,164471500,Walgreens,VW7191,Credit card,12804,1,2014-09-18,15.0,High,Thursday,September
1111,6224.0,502,SHOES,Used,DYHNA,2124.78,2081.78,GQ579,2014-09-07,16:33:26,7654408,385689026,The Vitamin Shoppe,HW9977,Credit card,76977,1,2014-09-14,43.0,Low,Sunday,September
1112,6502.0,200,BABY TOYS,New,LATFL,3293.19,3261.19,IV926,2014-02-26,00:46:53,2809107,401444548,Road Runner Sports,MS6580,Credit card,80452,1,2014-03-05,32.0,High,Wednesday,February
1113,2297.0,579,SHOES,Refurbished,RKFCM,2298.99,2249.99,ER318,2014-08-11,04:37:24,3802270,975224226,Right Start,IQ1508,Mobile carrier Billing,15014,1,2014-08-18,49.0,Low,Monday,August
1114,2377.0,623,KITCHEN & DINING,Used,NSILF,4832.53,4806.53,ZQ163,2014-04-18,08:04:50,6065118,486741305,Nob Hill Foods,KL2558,Mobile carrier Billing,24998,1,2014-04-25,26.0,High,Friday,April
1115,5057.0,389,CLOTHING,New,GTFFL,3747.69,3713.69,NS959,2014-03-17,16:19:37,5506452,143067892,Guitar Center,GN4079,Mobile carrier Billing,69291,1,2014-03-24,34.0,High,Monday,March
1116,9305.0,657,BABY CLOTHING,Used,LATFL,3437.43,3413.43,AQ263,2014-03-02,12:49:55,1510145,323564708,The North Face,GH6873,Credit card,48295,1,2014-03-09,24.0,High,Sunday,March
1117,2019.0,318,BABY TOYS,New,LATFL,1635.58,1606.58,CS729,2014-01-07,20:11:31,5882723,926454591,Ulta,UO9661,Prepaid card,68902,1,2014-01-14,29.0,Low,Tuesday,January
1118,3040.0,324,LUGGAGE,New,IWPJG,4178.16,4163.16,PF752,2014-03-14,14:01:05,1610481,703195347,Nine West,RM9837,Mobile carrier Billing,22047,1,2014-03-21,15.0,High,Friday,March
1119,3122.0,266,DECOR,Used,LBVIW,3539.12,3503.12,NG454,2014-10-29,17:51:08,9039151,848190890,Ulta,UO9656,Credit card,95929,1,2014-11-05,36.0,High,Wednesday,October
1120,4575.0,604,ELECTRONICS,Used,CWTLA,4526.52,4495.52,UM267,2014-03-30,10:43:51,1080927,255854190,PetSmart,IB7024,Credit card,66898,1,2014-04-06,31.0,High,Sunday,March
1121,7496.0,383,CLOTHING,Refurbished,IKPMD,2813.03,2790.03,KP335,2014-10-29,08:31:02,3639916,817722062,L'Occitane,GN3944,Mobile carrier Billing,99369,1,2014-11-05,23.0,Low,Wednesday,October
1122,7653.0,554,SHOES,New,RKFCM,3461.72,3427.72,SZ388,2014-07-30,10:21:46,7079347,969297293,Guitar Center,GN4079,Mobile carrier Billing,5718,1,2014-08-06,34.0,High,Wednesday,July
1123,3050.0,318,KITCHEN & DINING,New,NSILF,1456.56,1434.56,WX564,2014-08-10,05:11:00,2451443,622898903,DODOcase,UW7352,Credit card,23033,1,2014-08-17,22.0,Low,Sunday,August
